IdInstitucional;NOMBRE;DOMIC;Tur 4 a 7;TELEF;LOCALIDAD;CP;SECTOR;PROVINCIA;DISTRITO;UBICACION;e-mail EGB;Observaciones
7932;E.E.M. 12;PERU 1104;;;CASEROS;1678;OFICIAL;BUENOS AIRES;TRES DE FEBRERO;GBA OESTE;;
7933;SAN MARCOS;ESPAÑA 1490;;4736-2152;EL TALAR;1618;PRIVADO;BUENOS AIRES;TIGRE;GBA NORTE;karel@arnet.com.ar;
7934;MAGISTERIO;SOBREMONTE 81;;4238700;MENDOZA;5500;OFICIAL;MENDOZA;CIUDAD;MENDOZA CIUDAD;;
7935;DR. FRANCISCO CORREAS;ITALIA Y LINIERS;;0261-4960033;CHACRAS DE CORIA;5505;OFICIAL;MENDOZA;MENDOZA;RESTO MENDOZA;;
7936;VIRGEN DEL CARMEN DE CUYO;SARMIENTO 240;MT;4972514;MAIPU;5515;PRIVADO;MENDOZA;GRAN MENDOZA;MENDOZA CIUDAD;;
7937;MAIPU DE EDUCACION INTEGRAL;GODOY CRUZ 119;;4972520/4977916;MAIPU;5515;PRIVADO;MENDOZA;GRAN MENDOZA;MENDOZA CIUDAD;;
7938;ING. RICARDO VIDELA;20 DE SEPTIEMBRE 132;;4980204;LUJAN;5507;OFICIAL;MENDOZA;LUJAN;RESTO MENDOZA;;
7939;SAN JERONIMO;VIEYTES 2076;T;02320-479870;DEL VISO;1669;PRIVADO;BUENOS AIRES;PILAR;GBA NORTE;;
7940;LAUREANA OLAZABAL;REPIBLICA DE SIRIA 346;;4980899;LUJAN;5507;OFICIAL;MENDOZA;LUJAN;RESTO MENDOZA;;
7941;GABRIEL DEL MAZO;JUAN G. GODOY 757;;4520288;GODOY CRUZ;5501;OFICIAL;MENDOZA;GRAN MENDOZA;MENDOZA CIUDAD;;
7942;HANS CHRISTIAN ANDERSEN;DERQUI 905 Y PRIMERA JUNTA;M;47266413;PACHECO;1617;PRIVADO;BUENOS AIRES;TIGRE;GBA NORTE;andersenpacheco@ciudad.com.ar;
7943;DE LOS PEREGRINOS;CAMINO NORDELTA - CAMINO BANCALARI 401;M;4715-9073;NORDELTA;1670;PRIVADO;BUENOS AIRES;TIGRE;GBA NORTE;jardinsp@pilgrins.esc.edu.ar;
7945;MEDIA 29 BENITO LYNCH;13 Y 42;;;LA PLATA;1900;OFICIAL;BUENOS AIRES;LA PLATA;LA PLATA;mm001029@abc.gov.ar;
7946;MEDIA 37;DIAGONAL 6 Y 485;;;JOAQUIN GORINA;;OFICIAL;BUENOS AIRES;LA PLATA;LA PLATA;mm001037@abc.gov.ar;
7947;MEDIA 2;AV A. BROWN Y COLUMNA 89;;;PUNTA LARA;1925;OFICIAL;BUENOS AIRES;ENSENADA;LA PLATA;mm114002@abc.gov.ar;
7948;SAN PATRICIO;LORENZINI Y VICTOR HUGO;JC;0237-483-2281;FRANCISCO ALVAREZ;1746;PRIVADO;BUENOS AIRES;MORENO;GBA OESTE;;
7949;CRECIENDO JUNTOS;BELGRANO 2901;MT;0237-4691162;MORENO;1744;PRIVADO;BUENOS AIRES;MORENO;GBA OESTE;;
7950;ESC. 11;AV. ROCA Y MITRE;MT;;LOMAS DE MARILO;1663;OFICIAL;BUENOS AIRES;MORENO;GBA OESTE;;
7951;DE LA ESPERANZA;ANCHORENA 1250;M;02320-479735;ALBERTI;1667;PRIVADO;BUENOS AIRES;PILAR;GBA NORTE;colegiodelaesperanza@coopdelviso.com.ar;
7952;ESC. SEC. SAN ANDRES;SAN MARTIN 07;;;SAN ANDRES;4101;OFICIAL;TUCUMAN;TUCUMAN;TUCUMAN;;
7953;ESCUALA REPUBLICA ORIENTAL DEL URUGUAY;ESPAÑA 1555;;4302045;SAN MIGUEL DE TUCUMAN;4000;OFICIAL;TUCUMAN;TUCUMAN;TUCUMAN;;
7954;NORTHLANDS;AVENIDA DE LOS COLEGIOS 680;T;4871-2668;NORDELTA;1670;PRIVADO;BUENOS AIRES;TIGRE;GBA NORTE;infonordel@northlands.org.ar;
7955;CARDENAL PIRONIO;AVENIDA DE LOS COLEGIOS;M;4743-0028;NORDELTA;1670;PRIVADO;BUENOS AIRES;TIGRE;GBA NORTE;lopezsi@marin.edu.ar;
7956;"ESCUELA DE COMERCIO Nº 8 ""GRAL. DON MANUEL OBLIGADO""";;;;RESISTENCIA;3500;OFICIAL;CHACO;RESISTENCIA;CHACO;;
7957;ESCUELA NORMAL MEDIA Nº 207;;;;PEHUAJO;6450;OFICIAL;BUENOS AIRES;PEHUAJO;INTERIOR DE BS AS;;
7958;ESC. MEDIA 19;AV. MITRE 2550;;2046027;SARANDI;1872;OFICIAL;BUENOS AIRES;AVELLANEDA;GBA SUR;;
7959;"DE ENSEÑANZA SECUNDARIA ""URDAMPILLETA""";RIVADAVIA 334;;02314-491262;URDAMPILLETA;6553;PRIVADO;BUENOS AIRES;URDAMPILLETA;INTERIOR DE BS AS;;
7960;"E.E.T. Nº 1 ""DR. PEDRO RADIO""";ESPAÑA 474;;03436-421513;VICTORIA;3153;OFICIAL;ENTRE RIOS;ENTRE RIOS;RESTO ENTRE RIOS;;
7961;PROFESIONAL DE COLONIA CAROLINA;;;;GOYA;3450;PRIVADO;CORRIENTES;GOYA;CORRIENTES;;
7962;E.E.M. Nº 07;PASO Y GARCIA LORCA;;;CIUDADELA;1702;OFICIAL;BUENOS AIRES;TRES DE FEBRERO;GBA OESTE;;
7963;E.E.M. 05;CHACO E/ CHANCAY Y BRAVARD;;;BAHIA BLANCA;8000;OFICIAL;BUENOS AIRES;BAHIA BLANCA;BAHIA BLANCA;;
7964;ESCUELA 4-150;PEHUAJO Y CERRO EL YAUCHA - BARRIO S.O.E.V.A. II;;4520737;BENEGAS;5501;OFICIAL;MENDOZA;GRAN MENDOZA;MENDOZA CIUDAD;;
7965;"E.E.M. Nº 2 ""DR. CARLOS PELLEGRINI""";MITRE 187;;02343-440369;NORBERTO DE LA RIESTRA;6663;OFICIAL;BUENOS AIRES;25 DE MAYO;INTERIOR DE BS AS;;
7966;MARIANO MORENO;SARMIENTO 160;;02935-432074;RIVERA;6441;PRIVADO;BUENOS AIRES;ADOLFO ALSINA;INTERIOR DE BS AS;;
7967;DEL SOL;DORREGO 352/356;;03404-483323;GALVEZ;2252;PRIVADO;SANTA FE;ROSARIO;ROSARIO;;
7968;SAN JOSE;LAS HERAS 814;M;03476-490355;SERODINO;2216;PRIVADO;SANTA FE;IRIONDO;RESTO SANTA FE;;
7969;NUESTRA SRA. DEL CALVARIO;JORGE NEWBERY 271;M;03404-481216;GALVEZ;2252;PRIVADO;SANTA FE;SAN JERONIMO;RESTO SANTA FE;;
7970;ESC. 290;25 DE MAYO 652;MT;03404-481247;GALVEZ;2252;OFICIAL;SANTA FE;SAN JERONIMO;RESTO SANTA FE;;
7971;E.E.M. 209;MITRE 1920;;03464-423142;CASILDA;2170;OFICIAL;SANTA FE;CASEROS;ROSARIO;;
7972;E.E.T. 283;MITRE 1920;;03464-423390;CASILDA;2170;OFICIAL;SANTA FE;CASEROS;ROSARIO;;
7973;AGROTECNICO LIB. GRAL. SAN MARTIN;RUTA 33 Y OVIDIO LAGOS;;03462-422226;CASILDA;2170;OFICIAL;SANTA FE;CASEROS;ROSARIO;;
7974;ESC. 151;BELGRANO 462;M;03469-492124;PUEBLO MUÑOZ;2119;OFICIAL;SANTA FE;ROSARIO;ROSARIO;;
7975;ESC. 236;9 DE LJULIO 451;MT;03464-497172;MUGETA;2175;OFICIAL;SANTA FE;SAN LORENZO;RESTO SANTA FE;;
7976;E.E.M. 269;SAN MARTIN Y CARLOS PELLEGRINI;;03464-497108;MUGETA;2175;OFICIAL;SANTA FE;SAN LORENZO;ROSARIO;;
7977;E.E.T. 327;RUTA NAC. 178 KM 91;;03464-461577;BIGAND;2177;OFICIAL;SANTA FE;CASEROS;ROSARIO;;
7978;ESC. 215;SARMIENTO 459;M;03464-461471;BIGAND;2177;OFICIAL;SANTA FE;CASEROS;RESTO SANTA FE;;
7979;ESC. 215;CORDOBA 1069;;03464-461341;BIGAND;2177;OFICIAL;SANTA FE;CASEROS;ROSARIO;;
7980;E.E.M. 246;E. LOPEZ 487;;03465-497132;BOBAL;2179;OFICIAL;SANTA FE;CONSTITUCION;ROSARIO;;
7981;"ESCUELA DE ENSEÑANZA MEDIA  Nº 8107 ""SAN JOSE""";E. LOPEZ 85;;03493-420218;SUNCHALES;2322;OFICIAL;SANTA FE;CASTELLANOS;RESTO SANTA FE;;
7982;ESC. 6214;;;;BOMBAL;2179;OFICIAL;SANTA FE;VILLA CONSTITUCION;RESTO SANTA FE;;
7983;ESC. 181;9 DE JULIO 772;MT;03465-470105;ALCORTA;2117;OFICIAL;SANTA FE;VILLA CONSTITUCION;RESTO SANTA FE;;
7984;SAN FRANCISCO;RIVADAVIA 351;T;03465-470532;ALCORTA;2117;PRIVADO;SANTA FE;VILLA CONSTITUCION;RESTO SANTA FE;;
7985;ESC. NORMAL SUPERIOR N° 37;ANGELOZZI S/N;;03465-470070;ALCORTA;2117;OFICIAL;SANTA FE;CONSTITUCION;ROSARIO;;
7986;E.E.T. 275;SAN LORENZO 771;;03465-470572;ALCORTA;2117;OFICIAL;SANTA FE;CONSTITUCION;ROSARIO;;
7987;ESC. 183;ITUZAINGO 460;MT;03460-496066;MAXIMO PAZ;2115;OFICIAL;SANTA FE;VILLA CONSTITUCION;RESTO SANTA FE;;
7988;ESC. 124 ISIDRO ALIAU;PABLO IGLESIAS 2225;MT;0341-4921175;VILLA GOB. GALVEZ;2124;OFICIAL;SANTA FE;ROSARIO;ROSARIO;;
7989;GENDARME ARGENTINO;BELGRANO 1919;MT;492-4565;ALVEAR;2126;OFICIAL;SANTA FE;ROSARIO;ROSARIO;;
7990;ESC. 73;MORENO Y MITRE;MT;03402-426207;ARROYO SECO;2128;OFICIAL;SANTA FE;ROSARIO;ROSARIO;;
7991;ESC. 6086 ESTANISLAO LOPEZ;;M;;FIGHIERA;2000;OFICIAL;SANTA FE;ROSARIO;ROSARIO;;
7992;DE EDUCACION INTEGRAL PILARES;KILOMETRO 456 - RUTA NAC 11 - CALLE J. GANDINO S/N;;0342-4995455;SAUCE VIEJO;3017;PRIVADO;SANTA FE;SANTA FE;RESTO SANTA FE;;
7993;E.G.B. Nº 12 HIPOLITO YRIGOYEN;ENTRE RIOS 198;;02352-429715 / 452179;CHACABUCO;6740;OFICIAL;BUENOS AIRES;CHACABUCO;INTERIOR DE BS AS;;
7994;ESC. 33;AV. 22 DE OCTUBRE 365;;02346-428279;CHIVILCOY;6620;OFICIAL;BUENOS AIRES;CHIVILCOY;INTERIOR DE BS AS;;
7995;LELOIR;SALTA 2045;;0341-4499302;ROSARIO;2000;PRIVADO;SANTA FE;ROSARIO;ROSARIO;;
7996;ESCUELA SUPERIOR DE COMERCIO / UNIVERSIDAD NACIONAL DE ROSARIO;BALCARCE 1240;;0341-4802647/8;ROSARIO;2000;OFICIAL;SANTA FE;ROSARIO;ROSARIO;;
7997;REPUBLICA DE BOLIVIA;LA PAZ 3056;MT;0341-4725537;ROSARIO;2000;OFICIAL;SANTA FE;ROSARIO;ROSARIO;;
7998;DEL SUR;AV. DEL ROSARIO xxx/REGIMIENTO 11 1123;M;0341-4639735;ROSARIO;2000;PRIVADO;SANTA FE;ROSARIO;ROSARIO;;
7999;POLITECNICO;AV. PELLEGRINI 350;;0341-4802642;ROSARIO;2000;OFICIAL;SANTA FE;ROSARIO;ROSARIO;;
8000;Nº 229 CORONEL DORREGO;PELLEGRINI 901;MT;0341-4961264;ROLDAN;2134;OFICIAL;SANTA FE;ROSARIO;ROSARIO;;
8001;Nº 232 D.F.SARMIENTO;AV.SARMIENTO S/N;MT;0341-4941138;CARCARAÑÁ;2138;OFICIAL;SANTA FE;ROSARIO;ROSARIO;;
8002;Nº 6053 D.F.SARMIENTO;LONDRES 515 (ex Sta Fe );MT;0341-4909065;SAN JERONIMO SUR;2136;OFICIAL;SANTA FE;ROSARIO;ROSARIO;;
8003;SAN JOSE;LAS HERAS 885;M;03476-460051;TOTORAS;2144;PRIVADO;SANTA FE;ROSARIO;ROSARIO;;
8004;SANTA JUSTINA;NECOCHEA 688;T;03402-467246;ALVAREZ;2107;PRIVADO;SANTA FE;ROSARIO;ROSARIO;;
8005;E.E.M. 53;;;;TABOSI;;OFICIAL;ENTRE RIOS;PARANA;PARANA;;
8006;DAN PABLO;JUNIN 1530;;;SAN LUIS;5700;PRIVADO;SAN LUIS;SAN LUIS;SAN LUIS;;
8007;ESC. 40;LOS CALDENES 1385;;;TORTUGUITAS;1667;OFICIAL;BUENOS AIRES;MALVINAS ARGENTINAS;GBA OESTE;;
8008;SUPERIOR DEL URUGUAY J.J. DE URQUIZA MONUMENTO HISTORICO NAC.;URQUIZA 25;;;CONCEPCION DEL URUGUAY;3260;OFICIAL;ENTRE RIOS;ENTRE RIOS;RESTO ENTRE RIOS;;
8009;"""NUESTRA SEÑORA""";AV. LIBERTAD 161;;02353-496097;ASCENSION;6003;PRIVADO;BUENOS AIRES;GENERAL ARENALES;INTERIOR DE BS AS;;
8010;ESC. ENS MEDIA 436;URIBURU 549;;;ROSARIO;2000;OFICIAL;SANTA FE;ROSARIO;ROSARIO;;
8011;"E.G.B. Nº 47 ""DOMINGO FAUSTINO SARMIENTO""";BELGRANO 720;;02295-2304;AYACUCHO;7150;OFICIAL;BUENOS AIRES;AYACUCHO;INTERIOR DE BS AS;;
8012;DE EDUCACION MEDIA LA FRANCIA;AV. 24 DE SEPTIEMBRE 493;;;LA FRANCIA;2426;PRIVADO;CORDOBA;SAN JUSTO;CORDOBA SAN FRANCISCO;;
8013;AGROTECNICA SALESIANA DON BOSCO;AV. VALERIA DE CROTTO 2001;;;URIBELARREA;1815;PRIVADO;BUENOS AIRES;CAÑUELAS;GBA SUR;;
8014;E.E.M. Nº 02;AV. AVELLANEDA 185;;02923-472964;PIGUE;8170;OFICIAL;BUENOS AIRES;PIGUE;INTERIOR DE BS AS;;
8015;MONSEÑOR ALEMAN;ONAS 767;;02901-435772;USHUAHIA;9410;PRIVADO;TIERRA DEL FUEGO;TIERRA DEL FUEGO;TIERRA DEL FUEGO;;
8016;"E.G.B. Nº 02 ""CAYRU MAIPU""";AVDA. LEGORBURU S/N;;02284-444937;SIERRA CHICA;7400;OFICIAL;BUENOS AIRES;OLAVARRIA;INTERIOR DE BS AS;;
8017;"E.E.M. Nº 06 ""CORONEL OLAVARRIA""";DEAN FUNES Y ALMIRANTE BROWN;;02284-420864;OLAVARRIA;7400;OFICIAL;BUENOS AIRES;OLAVARRIA;INTERIOR DE BS AS;;
8018;E.E.M. Nº 07;COMANDANTE MAMBERTI 1217;;4247-7376;LANUS;1824;OFICIAL;BUENOS AIRES;LANUS;GBA SUR;;
8019;JOSE MANUEL ESTRADA;JOSE MANUEL ESTRADA 264;;;ROBERTS;6075;PRIVADO;BUENOS AIRES;LINCOLN;INTERIOR DE BS AS;;
8020;"E.E.M. Nº 01 ""PASO ALSINA""";SAN MARTIN ESQ.LOS POZOS;;02928-492107;VILLALONGA;8512;OFICIAL;BUENOS AIRES;PATAGONES;INTERIOR DE BS AS;;
8021;"ESC. 4-089 ""JOSE MANUEL ESTRADA""";CHACABUCO Y ALMIRANTE BROWN;;02623-422112;SAN MARTIN;5570;OFICIAL;MENDOZA;SAN MARTIN;RESTO MENDOZA;;
8022;ESCUELA Nº 306 CLODOMIRO LEDESMA;SAN JUAN 470;;03466-492065;SAN FABIAN;2242;OFICIAL;SANTA FE;SANTA FE;RESTO SANTA FE;;
8023;ESCUELA NACIONAL .01 MARTIN DE HOUSAY;SAN LORENZO 2199;;;POSADAS;3300;OFICIAL;MISIONES;POSADAS;MISIONES;;
8024;NORMAL 11;BARRIO IPRODHA - SUIZA N° 2570;;03751-21942;EL DORADO;;OFICIAL;MISIONES;POSADAS;MISIONES;;
8025;"E.E.M. Nº3 ""FRANCISCO JAVIER SALUSTIO""";CORRIENTES ESQ QUINTANA 587;;4257-9140;QUILMES;1878;OFICIAL;BUENOS AIRES;QUILMES;GBA SUR;;
8026;B. A. P. A. y C.;;;;POSADAS;3300;PRIVADO;MISIONES;POSADAS;MISIONES;;
8027;N 9;SANTIAGO DEL ESTERO 374;;;POSADAS;3300;OFICIAL;MISIONES;POSADAS;MISIONES;;
8028;MICHELANGELO;ROSARIO DEL TALA 240;;0343-4233235;PARANA;3100;PRIVADO;ENTRE RIOS;PARANA;PARANA;;
8029;LEANDRO N. ALEM;LA PAZ 45;;03434229901;PARANA;3100;OFICIAL;ENTRE RIOS;PARANA;PARANA;;
8030;ESC DE COMERCIO 1;BRASIL S/N;;0343-4249365;PARANA;3100;OFICIAL;ENTRE RIOS;PARANA;PARANA;;
8031;NUESTRA SRA. DE FATIMA;SARMIENTO 351;;0299-4771182;CIPOLLETTI;8324;PRIVADO;RIO NEGRO;RIO NEGRO;RIO NEGRO;;
8032;CEFERINO NAMUNCURA;PADRE GEVER 351;;0299-4982196;CINCO SALTOS;8303;PRIVADO;RIO NEGRO;RIO NEGRO;RIO NEGRO;;
8033;UMBRALES;;;;CIPOLLETTI;8324;PRIVADO;RIO NEGRO;RIO NEGRO;RIO NEGRO;;
8034;CPEM N° 8;PERITO MORENO;;0299-4935963;PLOTTIER;8316;OFICIAL;NEUQUEN;NEUQUEN;NEUQUEN;;
8035;CPEM N° 46;SANTA CRUZ;;0299-4933337;PLOTTIER;8316;OFICIAL;NEUQUEN;NEUQUEN;NEUQUEN;;
8036;CPEM N° 12;AV. SAN MARTIN 350;;0299-4920161;SENILLOSA;8316;OFICIAL;NEUQUEN;NEUQUEN;NEUQUEN;;
8037;CPEM N° 15;C. CARRASCO;;0299-4920193;SENILLOSA;8316;OFICIAL;NEUQUEN;NEUQUEN;NEUQUEN;;
8038;CPEM N° 50;ESTADOS UNIDOS S/N;;0299-4892856;COLONIA CENTENARIO;8309;OFICIAL;NEUQUEN;NEUQUEN;NEUQUEN;;
8039;"E.G.B. Nº 06 ""MARTIN TORNSQUIST""";CALLE 27 Nº 1631;;02221-480580;VERONICA;1917;OFICIAL;BUENOS AIRES;PUNTA INDIO;INTERIOR DE BS AS;;
8040;E.E.M. Nº 2;AVENIDA 25 DE MAYO 379;;02225-481007/482129;SAN VICENTE;1865;OFICIAL;BUENOS AIRES;SAN VICENTE;GBA SUR;;
8041;"E.E.T. Nº 1 ""CAP NAV H BOUCHARD""";INDEPENDENCIA 450 Y COLECTORA;;03488 420440;ESCOBAR;1625;OFICIAL;BUENOS AIRES;ESCOBAR;GBA NORTE;;
8042;SAN ESTEBAN;ANASAGASTI 202;;02944-420404;SAN CARLOS DE BARILOCHE;8400;PRIVADO;RIO NEGRO;SAN CARLOS DE BARILOCHE;RIO NEGRO;;
8043;NUEVO COLEGIO SUIZO;AV. E. BUSTILLO ESQ. FURMAN (8400);;02944-441807;SAN CARLOS DE BARILOCHE;8400;PRIVADO;RIO NEGRO;SAN CARLOS DE BARILOCHE;RIO NEGRO;;
8044;ESC. 44;LAS PALOMAS E/QUITO Y ALGARROBO;MT;;ARDIGO;1888;OFICIAL;BUENOS AIRES;FLORENCIO VARELA;GBA SUR;;
8045;MALVINAS ARGENTINAS;AV. CARIBONI Y JAZMIN;M;;LA COLORADA;1891;PRIVADO;BUENOS AIRES;FLORENCIO VARELA;GBA SUR;;
8046;DON BOSCO;MORENO 501;;;SAN CARLOS DE BARILOCHE;8400;PRIVADO;RIO NEGRO;SAN CARLOS DE BARILOCHE;RIO NEGRO;;
8047;"E.E.M. Nº 2 ""FRAY M ESQUIU""";RIVADAVIA 1165;;;SAN ANDRES DE GILES;6720;OFICIAL;BUENOS AIRES;SAN ANDRES DE GILES;INTERIOR DE BS AS;;
8048;E.E.T. Nº 01;ALSINA E ITALIA;;02325-442925;SAN ANDRES DE GILES;6720;OFICIAL;BUENOS AIRES;SAN ANDRES DE GILES;INTERIOR DE BS AS;;
8049;JUAN ELICAGARAY;JUAN ELICAGARAY 157;;;ADOLFO GONZALEZ CHAVEZ;7513;PRIVADO;BUENOS AIRES;ADOLFO GONZALEZ CHAVEZ;INTERIOR DE BS AS;;
8050;SAN ANTONIO;AV. INTERMEDANOS S/N;;;PINAMAR;7167;PRIVADO;BUENOS AIRES;PINAMAR;INTERIOR DE BS AS;;
8051;E.E.T. Nº 1;AV INTERMEDANOS;;02254-404146 / 480344;PINAMAR;7167;OFICIAL;BUENOS AIRES;PINAMAR;INTERIOR DE BS AS;;
8052;LA SAGRADA FAMILIA EX N° 17;MARIANO MORENO Nº 1911;;4235849;SALTA;4400;PRIVADO;SALTA;SALTA;SALTA;;
8053;"E.G.B. Nº 33 ""GUILLERMO HUDSON""";"PARAJE"" LA PORTEÑA"" S/N";;;TANDIL;7000;OFICIAL;BUENOS AIRES;TANDIL;INTERIOR DE BS AS;;
8054;Nº1 DOMINGO FAUSTINO SARMIENTO;CHACHO PEÑALOZA ESQ. MARTIJENA;;0388-4270706;PALPALA;4612;OFICIAL;JUJUY;JUJUY;JUJUY;;
8055;RIVADAVIA;AV. RIVADAVIA 19939;;4629-2070;CASTELAR;1712;PRIVADO;BUENOS AIRES;MORON;GBA OESTE;;
8056;"PAMPEANO DE ENSEÑANZA MEDIA ""IPEM""";C.GARDEL Y CIRCUNVALACION;;02954-434196;SANTA ROSA;6300;PRIVADO;LA PAMPA;LA PAMPA;LA PAMPA;;
8057;"E.N.T. Nº 3 ""CANDELARIA""";NEWBERY S/N;;0343-436-2963;PARANA;3100;PRIVADO;ENTRE RIOS;ENTRE RIOS;PARANA;;
8058;E.E.T. 02;CORONEL SUAREZ 2453;;02320-445683;JOSE C. PAZ;1665;OFICIAL;BUENOS AIRES;JOSE C. PAZ;GBA OESTE;;
8059;"ESC. Nº 11 ""EVA PERON""";FCO.DE CASO 560;;02261 440305;LOBERIA;7635;OFICIAL;BUENOS AIRES;LOBERIA;INTERIOR DE BS AS;;
8060;E.E.T. Nº 05;HERMEREGILDO CORDOVA 255;;03461 480014;SAN NICOLAS;2900;OFICIAL;BUENOS AIRES;SAN NICOLAS;INTERIOR DE BS AS;;
8061;E.E.T. Nº 06;AVDA. CENTRAL 1925-GRAL SAVIO;;03461 461617;SAN NICOLAS;2900;OFICIAL;BUENOS AIRES;SAN NICOLAS;INTERIOR DE BS AS;;
8062;"E.G.B. Nº 07 ""GENERAL MANUEL BELGRANO""";COCHABAMBA 236;;03461 454108;SAN NICOLAS;2900;OFICIAL;BUENOS AIRES;SAN NICOLAS;INTERIOR DE BS AS;;
8063;"E.G.B. Nº 34 ""FRAY LUIS BELTRAN""";CONGRESO Y DEL POZO;;03461-436106;SAN NICOLAS;2900;OFICIAL;BUENOS AIRES;SAN NICOLAS;INTERIOR DE BS AS;;
8064;E.G.B. Nº 79;ECHEVERRIA Y DARWIN;;0237/4680240-4680250;Bº SATELITE II;1744;OFICIAL;BUENOS AIRES;MORENO;GBA OESTE;;
8065;MANUEL BELGRANO;SANSONI Y ELIAS;;;CONCEPCION DEL URUGUAY;3260;PRIVADO;ENTRE RIOS;CONCEPCION DEL URUGUAY;RESTO ENTRE RIOS;;
8066;ESCUELA NORMAL MARIANO MORENO;JORDANA 50;;03442-430635;CONCEPCION DEL URUGUAY;3260;OFICIAL;ENTRE RIOS;CONCEPCION DEL URUGUAY;RESTO ENTRE RIOS;;
8067;SAGRADO CORAZON DE JESUS;ARTIGAS 412;;03442-427068;CONCEPCION DEL URUGUAY;3260;PRIVADO;ENTRE RIOS;CONCEPCION DEL URUGUAY;RESTO ENTRE RIOS;;
8068;ESC. Nº 88 BUENOS AIRES;STA. TERESITA 1069;;03442-427469;CONCEPCION DEL URUGUAY;3260;OFICIAL;ENTRE RIOS;CONCEPCION DEL URUGUAY;RESTO ENTRE RIOS;;
8069;ESC. Nº 113 MAESTRO SOTO;DR. LACAVA S/N;;03442-440686;CONCEPCION DEL URUGUAY;3260;OFICIAL;ENTRE RIOS;CONCEPCION DEL URUGUAY;RESTO ENTRE RIOS;;
8070;ESCUELA 4-019 CAPITAN VAZQUEZ;GRAL BELGRANO 750;;0261-4309937;LAS HERAS;5539;OFICIAL;MENDOZA;GRAN MENDOZA;MENDOZA CIUDAD;;
8071;ESC. 4-166 FERNANDO LORENZO;J B PALACIOS Y JOSE HERNANDEZ;;0261-4810614;MAIPU  (GRAL. GUTIERREZ);5515;OFICIAL;MENDOZA;GRAN MENDOZA;MENDOZA CIUDAD;;
8072;4-053 DR. MARTINEZ LEANEZ;PATRICIAS ARG. 318;;4975260;MAIPU;5515;OFICIAL;MENDOZA;MAIPU;MENDOZA CIUDAD;;
8073;4-054 JUAN I. MAZA;RUTA 50 S/N;;4951832;MAIPU;5529;OFICIAL;MENDOZA;MAIPU;MENDOZA CIUDAD;;
8074;4-069 ALFONSINA STORNI;SEBASTIAN OLIVERA S/N;;4930532;LUZURIAGA;5513;OFICIAL;MENDOZA;MAIPU;MENDOZA CIUDAD;;
8075;4-076 ARQUITECTO CARLOS THAYS;N° 06 YN° 01;;4234006;FRAY LUIS BELTRAN;5531;OFICIAL;MENDOZA;MAIPU;MENDOZA CIUDAD;;
8076;4-071 JULIO F. PELAEZ;ROCA O. S/N;;4811428;COQUIMBO;5513;OFICIAL;MENDOZA;MAIPU;MENDOZA CIUDAD;;
8077;ESC. 4-120 JOSE DE SAN MARTIN;ALMIRANTE BROWN 50;;02623-429520;SAN MARTIN;5570;OFICIAL;MENDOZA;SAN MARTIN;RESTO MENDOZA;;
8078;ESC. 4-103 CESAR CASIVA;LAS AGUILAS Y ANTARTIDA ARGENTINA Bº 12 DE JUNIO;;0261-4446740;LAS HERAS;5539;OFICIAL;MENDOZA;GRAN MENDOZA;MENDOZA CIUDAD;;
8079;ESC. 4-113 BERNARDO HOUSSAY;CORONEL PLAZA Y PATRICIAS MENDOCINAS;;;MENDOZA;5500;OFICIAL;MENDOZA;CIUDAD;MENDOZA CIUDAD;;
8080;4-128 ADOLFO PEREZ ESQUIVEL;SAN JUAN 490;;4252895;CAPITAL;5500;OFICIAL;MENDOZA;CIUDAD;MENDOZA CIUDAD;;
8081;4-011 DANIEL MANZOTTI;CHILE 1782;;4554976;CAPITAL;5500;OFICIAL;MENDOZA;CIUDAD;MENDOZA CIUDAD;;
8082;4-111 PABLO NOGUEZ;ISABEL LA CATOLICA 370;;4241636;CAPITAL;5500;OFICIAL;MENDOZA;CIUDAD;MENDOZA CIUDAD;;
8083;4-132 QUIMICOS ARGENTINOS;RODRIGUEZ 273;;4239920;CAPITAL;5500;OFICIAL;MENDOZA;CIUDAD;MENDOZA CIUDAD;;
8084;4-018 UNIVERSITARIO CENTRAL;SAN MARTIN 290;;4241496;CAPITAL;5500;OFICIAL;MENDOZA;CIUDAD;MENDOZA CIUDAD;;
8085;Z-033 MARTIN ZAPATA;P. MOLINA Y PERU;;4238586;CAPITAL;5500;OFICIAL;MENDOZA;CIUDAD;MENDOZA CIUDAD;;
8086;"ESC. 31 ""POLICIA FEDERAL ARGENTINA""";URQUIZA 529;;03461-452870;SAN NICOLAS;2900;OFICIAL;BUENOS AIRES;SAN NICOLAS;INTERIOR DE BS AS;;
8087;ESC. 347 ANGEL GUIDO;DONADO 1254;;472-7585;ROSARIO;2000;OFICIAL;SANTA FE;ROSARIO;ROSARIO;;
8088;4-002 FRAY LUIS BELTRAN;BELGRANO 650;;4250861;CAPITAL;5500;PRIVADO;MENDOZA;CIUDAD;MENDOZA CIUDAD;;
8089;4-001 JOSE VICENTE ZAPATA;RODRIGUEZ 499;;4232318;CAPITAL;5500;OFICIAL;MENDOZA;CIUDAD;MENDOZA CIUDAD;;
